eval_id,benchmark,pair_id,src_lang,tgt_lang,source,reference
ru-zh-0704,flores_devtest,704,ru,zh,Также полезно носить кольцо (только не слишком дорогое на вид).,戴戒指也会有帮助（但不要戴看上去太贵的戒指。
ru-zh-0717,flores_devtest,717,ru,zh,"В связи со своей относительной недоступностью, ""Тимбукту"" стал метафорой экзотической дальней земли.",又因为相对偏僻，“廷巴克图”被用来比喻遥远的异国他乡。
ru-zh-0742,flores_devtest,742,ru,zh,"Эти две башни достигают 83 метра в высоту, а сам мост 378 метров в длину и имеет две полосы движения шириной 3,5 метра.",两座桥塔高 83 米，桥的长度为 378 米，有两条 3.50米宽的车道。
ru-zh-0746,flores_devtest,746,ru,zh,"Область Чако служила домом для разных групп местных племен, например для Гуайкуру и Паягуа, они выживали при помощи охоты, собирательства и рыбалки.",查科 (Chaco) 地区是瓜伊库鲁 (Guaycuru) 和帕亚瓜 (Payagua) 等其他土著部落的家园，他们靠狩猎、采集和捕鱼为生。
ru-zh-0761,flores_devtest,761,ru,zh,"Зима может быть обманчиво холодной: температура редко опускается ниже нуля, но сочетание ветра и влажности воздуха создает ощущение более холодной погоды в сравнении с тем, что показывает термометр.",冬天可能会比看上去显得更冷：温度很少低于零度，但当风和湿度结合在一起，会让人感觉比温度计显示的温度要冷。
ru-zh-0768,flores_devtest,768,ru,zh,Апиа – столица Самоа. Город расположен на острове Уполу и имеет население чуть менее 40 000 жителей.,阿皮亚是萨摩亚的首都。该城镇位于乌波卢（Upolu）岛上，人口数量不足 4 万。
ru-zh-0771,flores_devtest,771,ru,zh,"Все корабли затонули, за исключением одного британского крейсера. Погибли около 200 американских и немецких моряков.",除了一艘英国巡航舰外，其余船只悉数沉没。近 200 名美国人和德国人丧失生命。
ru-zh-0787,flores_devtest,787,ru,zh,"Гребнистые крокодилы не ведут активную жизнь в океане, а их основная среда обитания — эстуарии рек к северу от Рокгемптона.",咸水鳄的主要栖息地并非海洋，而是罗克汉普顿 (Rockhampton) 北部的河口。
ru-zh-0814,flores_devtest,814,ru,zh,"Если вы забронировали авиабилеты и проживание на 2020 год до того, как было объявлено о переносе даты, у вас может возникнуть непростая ситуация.",如果你在宣布推迟之前预订了 2020 年的航班和住宿，则可能会面临棘手的情况。
ru-zh-0823,flores_devtest,823,ru,zh,"Путешественники могут встретиться с животными-вредителями, которых они не видели в своих родных краях.",旅行者可能会遇到在家乡不常见的有害动物。
ru-zh-0827,flores_devtest,827,ru,zh,"Путешественники, направляющиеся в страны с высоким налогообложением, могут иногда сэкономить значительную сумму, особенно на таких товарах, как спиртные напитки и табак.",前往课征重税的国家/地区的旅客有时可以省下一大笔钱，在这些地方购买酒水和烟草等产品特别划算。
ru-zh-0831,flores_devtest,831,ru,zh,"Однако, как ни странно, мобильная телефонная связь здесь намного лучше, чем на многих других участках маршрута, например в Пенсильвании Уайлдс.",不过，令人奇怪的是，这里的手机服务比沿途的许多其他路线（例如宾夕法尼亚州荒原）要强得多。
ru-zh-0857,flores_devtest,857,ru,zh,"Европа — относительно маленький континент, но на нём много независимых государств. В обычных обстоятельствах путешествие через множество стран означало бы необходимость подачи прошений для получения визы и многократного прохождения паспортного контроля.",欧洲是片面积相对较小但有着许多独立国家的大陆。在通常情况下，穿越多个国家旅行意味着必须多次经历签证申请和护照检查。
ru-zh-0885,flores_devtest,885,ru,zh,Готовность зарубежных правительств выполнять свои обязательства по данным документам столь же весьма различна.,外国政府对这些文件的认可程度也千差万别。
ru-zh-0902,flores_devtest,902,ru,zh,"Сцены показывают на пирамидах, и разные пирамиды освещаются.",场景在金字塔上展示，不同的金字塔被点亮。
ru-zh-0913,flores_devtest,913,ru,zh,"Вариант, становящийся всё более популярным для тех, кто планирует взять академический год, это путешествовать и учиться.",对于那些计划怎么度过空档年的人来说，游学成为越来越受欢迎的选择。
ru-zh-0950,flores_devtest,950,ru,zh,Севернее посетите также великий Храм Фатимской Богоматери (усыпальница) — место всемирно известных явлений Девы Марии.,也可以到北部参观法蒂玛圣母院（圣地），它是举世闻名的圣母玛丽亚显现之地。
ru-zh-0978,flores_devtest,978,ru,zh,В персидском языке относительно лёгкая и в основном закономерная грамматика.,波斯语的语法大多相对简单，有规律可循。
ru-zh-0994,flores_devtest,994,ru,zh,Внутренние водные пути могут стать хорошей темой для проведения какого-либо праздника.,内陆水道可以作为假期游玩的一个不错的主题。
uz-en-0063,flores_devtest,63,uz,en,"Tarixchilar agentlikning muvaffaqiyat darajasini kuchaytirish uchun osongina hal qilish mumkin bo'lgan, ayniqsa avtomobil o'g'rilanishi bo'yicha ishlarga resurslarning qaratilganligi uchun FQB agentligining o'tmishdagi siyosatlarini tanqid qildilar.","Historians have criticized past FBI policies for focusing resources on cases which are easy to solve, especially stolen car cases, with the intent of boosting the agency's success rate."
uz-en-0068,flores_devtest,68,uz,en,"AQSH Prezidenti Jorj V. Bush, Osiyo bo'ylab bir haftalik sayohatini boshlab, 16-noyabr kuni tongda Singapurga yetib keldi.","U.S. President George W. Bush arrived in Singapore the morning of November 16, beginning a week-long tour of Asia."
uz-en-0083,flores_devtest,83,uz,en,"Katrina bo'roni vaqtida 20 fut balandlikdagi toshqinga guvoh bo'lgan to'qqizinchi bo'linma, suv yaqindagi to'g'ondan oshib o'tgani sababli, hozirda belgacha keladigan suv ostida qolgan.","The Ninth Ward, which saw flooding as high as 20 feet during Hurricane Katrina, is currently in waist-high water as the nearby levee was overtopped."
uz-en-0085,flores_devtest,85,uz,en,Parlamentning quyi palatasi ma'muri Adam Kuerden o'tgan oyda Wikinews bilan suhbatida o'chirishlardan ranjiganini aytdi.,Commons Administrator Adam Cuerden expressed his frustration over the deletions when he spoke to Wikinews last month.
uz-en-0091,flores_devtest,91,uz,en,"Olimlar qora materiya boshqa qora materiyaga xuddi odatiy materiya ta'sir qilgani kabi ta'sir ko'rsatadi, degan xulosaga kelishdi.",The scientists were able to conclude that the dark matter affect other dark matter in the same way regular matter does.
uz-en-0125,flores_devtest,125,uz,en,"Ko'ngilsiz hodisa yuz bergan joy yaqinidagi garajda ishlayotgan kishi: ""U yerda yo'lni kesib o'tmoqchi bo'layotgan bolalar bor edi va ularning barchasi qichqirib yig'layotgandi"" deb aytdi.","A person working in a garage near where the accident occurred said: ""There were children waiting to cross the road and they were all screaming and crying."""
uz-en-0165,flores_devtest,165,uz,en,1988-yildan beri ovoz beruvchilar va kuzatuvchilar boshlanishida konvertlar mavjud emasligi va mos tarzda sanalgan va vakolat berilgan ovoz beruvchilardan tashqari hech qanday konvertlar qo'shilmasligiga guvohlik bera olishlari uchun saylov qutilarining shaffof bo'lishi talab qilinadi.,"Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters."
uz-en-0179,flores_devtest,179,uz,en,"Bu ikki hafta avval sovrin yutgan ""All Blacks"" jamoasi uchun oxirgi o'yin edi.","It was the final match for the All Blacks, who had already won the trophy two weeks ago."
uz-en-0195,flores_devtest,195,uz,en,Fotosuratchi Ronald Reygan nomidagi UCLA Tibbiyot Markaziga yetkazilgan va keyinchalik u yerda vafot etgan.,"The photographer was transported to Ronald Reagan UCLA Medical Center, where he subsequently died."
uz-en-0225,flores_devtest,225,uz,en,Rok guruhi AQSH va Kanadada 16-sentyabrga qadar gastrol safarida bo'lishi kerak edi.,The rock band was due to tour the United States and Canada until September 16.
uz-en-0277,flores_devtest,277,uz,en,Madxya-Pradesh politsiyasi o'g'irlangan noutbuk hamda mobil telefonni qaytardi.,The Madhya Pradesh Police recovered the stolen laptop and mobile phone.
uz-en-0356,flores_devtest,356,uz,en,Sun'iy yo'ldosh yoki teleskopni kosmosga joylashtirish uchun 100 futdan ortiq balandlikdagi ulkan raketa talab qilinadi.,It takes a giant rocket over a 100 feet high to put a satellite or telescope in space.
uz-en-0364,flores_devtest,364,uz,en,"Urg'ochilar, odatda, katta oilaning opa-singillari yoki qizi bo'lib, bir-biriga chambarchas bog'liqdir.","The females are usually closely related to each other, being a large family of sisters and daughters."
uz-en-0397,flores_devtest,397,uz,en,"Kan'on yerlarida keng o'rmonlar yo'q edi, shu sababdan yog'och nihoyatda qimmat edi.","There were no large forests in the land of Canaan, so wood was extremely expensive."
uz-en-0418,flores_devtest,418,uz,en,"Italiya milliy futbol jamoasi Germaniya milliy futbol jamoasi qatori dunyodagi eng muvaffaqiyatli ikkinchi jamoa bo'lib, 2006-yilda FIFA Jahon chempionatida g'olib chiqqan.","Italy's national football, along with German national football team is the second most successful team in the world and were the FIFA World Cup champions in 2006."
uz-en-0423,flores_devtest,423,uz,en,"Tayvanning boshlanishi 15-asrga borib taqaladi, bunda o'tib ketayotgan yevropalik dengizchilar orol nomini Ilha Formosa yoki go'zal orol deb yozib qoldirishadi.","Taiwan beginning start way back in 15th century where European sailors passing by record the island’s name as Ilha Formosa, or beautiful island."
uz-en-0439,flores_devtest,439,uz,en,"Uning keng qamrovli qudrati shohdan tortib, oddiy insongacha ta'sir qildi.",Its all-pervading power affected everyone from king to commoner.
uz-en-0442,flores_devtest,442,uz,en,"Harbiy harakatlar xurujidan ko'p o'tmay, Britaniya Germaniyani dengizda blokada qilishni boshladi.","Soon after the outbreak of hostilities, Britain initiated a naval blockade of Germany."
uz-en-0447,flores_devtest,447,uz,en,Birinchi jahon urushi vaqtida urush dahshatlari va vahshiyliklarini ko'rgan xalqlar kelajakda shu kabi holatlarning oldini olishni istaganlar.,"After seeing the horrors and atrocities of war during World War I, nations desired to avoid such a situation again in the future."
uz-en-0449,flores_devtest,449,uz,en,"U AQSHga o'z nomidagi 4 sent, she'riy kitob va Charlz Batchelordan (oldingi ish joyidagi ish boshqaruvchisi) Tomas Edisonga tavsiyanoma bilan kelgandi.","He arrived in the US with 4 cents to his name, a book of poetry, and a letter of recommendation from Charles Batchelor (his manager in his previous job) to Thomas Edison."
uz-en-0491,flores_devtest,491,uz,en,Moda poytaxti unvonining Konstantinopoldan Parijga o'tishi aynan shu vaqtda yuz berdi.,It was at this time that the transfer of the title of Fashion Capital from Constantinople to Paris was made.
uz-en-0502,flores_devtest,502,uz,en,"Submadaniyat a'zolari ko'pincha o'z a'zoliklarini modalar, xulq-atvor va jargonlarni o'z ichiga olgan uslubdan o'ziga xos va ramziy foydalanish orqali namoyon etadilar.","Members of a subculture often signal their membership through a distinctive and symbolic use of style, which includes fashions, mannerisms, and argot."
uz-en-0512,flores_devtest,512,uz,en,"Bolalar e'tiborsizlikdan tortib, zo'ravonlik va hatto tovlamachilikka qadar turli sabablarga ko'ra homiylik parvarishiga topshiriladi.","Children are placed in Foster Care for a wide variety of reasons that range from neglect, to abuse, and even to extortion."
uz-en-0540,flores_devtest,540,uz,en,"Tibet buddizmi Budda ta'limotlariga asoslanadi, lekin muhabbatning mahayana yo'li bilan va hind yogasining ko'plab uslublari bilan kengaytirilgan.","The Tibetan Buddhism is based on the teachings of Buddha, but were extended by the mahayana path of love and by a lot of techniques from Indian Yoga."
uz-en-0552,flores_devtest,552,uz,en,"Shu bilan birga Nemis dengiz floti, asosan, dengizosti qayiqlaridan foydalanib, ushbu transport harakatini to'xtatishga urinayotgandi.","At the same time, the German navy, using mainly U-boats, was trying to stop this traffic."
uz-en-0631,flores_devtest,631,uz,en,Vatikan shahri aholisi 800 kishi atrofida. U dunyodagi eng kichik mustaqil davlat va eng kam aholiga ega mamlakatdir.,Vatican City's population is around 800. It is the smallest independent country in the world and the country with the lowest population.
uz-en-0632,flores_devtest,632,uz,en,Vatikan shahri qonunchilik va rasmiy muloqot uchun italyan tilini qo'llaydi.,Vatican City uses Italian in its legislation and official communications.
uz-en-0636,flores_devtest,636,uz,en,"Faylasuf Aristotel barcha narsa to'rt unsurning bir yoki bir nechtasi aralashmasidan tashkil topgan degan nazariyani ilgari surgan. Ularni tuproq, suv, havo va olov ekanligini aytib o'tgan.","Aristotle, a philosopher, theorised that everything is made up of a mixture of one or more of four elements. They were earth, water, air, and fire."
uz-en-0676,flores_devtest,676,uz,en,Yangi texnologiyalarning rivojlanishi bizga oldin hech qachon kuzatilmagan miyaning tuzilishi hamda ishlash jarayonini ko'rish va tadqiq etish imkon yaratdi.,The rise of new technologies allows us to see and investigate brain structures and processes never seen before.
uz-en-0685,flores_devtest,685,uz,en,Ekskursiyalarni virtual tarzda bo'lishish sayohat haqida fikr yuritish va kelasi darslar bilan tajriba almashish uchun ajoyib usuldir.,Sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes.
uz-en-0700,flores_devtest,700,uz,en,Arablar bu yerlarga islomni ham olib kelishdi va bu Komor orollari hamda Mayottada katta ahamiyat kasb etdi.,"The Arabs also brought Islam to the lands, and it took in a big way in the Comoros and Mayotte."
uz-en-0704,flores_devtest,704,uz,en,Uzuk taqish ham foydali (shunchaki nihoyatda qimmat ko'rinmaydiganini.,It is helpful to also wear a ring (just not one that looks too expensive.
uz-en-0717,flores_devtest,717,uz,en,"Yetishish imkoniyati nisbatan kamligi bilan birga, ""Timbuktu"" uzoq, ekzotik o'lkalar uchun metafora sifatida ishlatila boshlandi.","Combined with its relative inaccessibility, ""Timbuktu"" has come to be used as a metaphor for exotic, distant lands."
uz-en-0742,flores_devtest,742,uz,en,"Ikki minoraning balandligi 83 metrga yetadi, u uzunligi 378 metr hamda kengligi 3,5 m bo'lgan ikkita yo'lakchaga ega.","The two towers rise to a height of 83 meters, it's 378 meters long and it has two lanes of 3.50 m wide."
uz-en-0746,flores_devtest,746,uz,en,"Chako mintaqasida Guaykuru va Payagua kabi mahalliy qabilalarning boshqa guruhlari yashab, ular ovchilik, termachilik va baliq ovlash orqali hayotlarini saqlab qolishgan.","The Chaco region was home to other groups of indigenous tribes such as the Guaycurú and Payaguá, who survived by hunting, gathering and fishing."
uz-en-0761,flores_devtest,761,uz,en,"Qish chalg'itadigan sovuq bo'lishi mumkin: haroratlar kamdan-ham hollarda muzlash nuqtasidan pastga tushadi, biroq shamol va namlik birlashgan holda termometr ko'rsatganiga qaraganda sovuqroqdek tuyulishi mumkin.","The winter can be deceptively chilly: temperatures rarely go below freezing, but the wind and humidity combine to make it feel colder than what the thermometer says."
uz-en-0768,flores_devtest,768,uz,en,Apia Samoaning poytaxtidir. Shahar Upolu orolida va 40 000 nafardan kamroq aholiga ega.,"Apia is the capital of Samoa. The town is on the island of Upolu and has a population of just under 40,000."
uz-en-0771,flores_devtest,771,uz,en,Bitta Britaniya kreyseridan boshqa barcha kemalar cho'ktirilgan edi. 200 ga yaqin amerikalik va nemis halok bo'lgan.,"All the ships were sunk, except for one British cruiser. Nearly 200 American and German lives were lost."
uz-en-0787,flores_devtest,787,uz,en,"Sho'r suv timsohlari okeanda ko'p uchramaydi, ularning asosiy yashash joyi Rokxemptondan shimolda joylashgan daryolarning quyilish joylaridir.","Saltwater Crocodiles do not actively live in the ocean, their primary habitat is in river estuaries north from Rockhampton."
uz-en-0814,flores_devtest,814,uz,en,"Agar siz kechiktirish e'lon qilinishidan avval 2020-yil uchun reyslar va mehmonxonani buyurtna qilgan bo'lsangiz, siz qiyin vaziyatda qolishingiz mumkin.","If you booked your flights and accommodation for 2020 before the postponement was announced, you may have a tricky situation."
uz-en-0823,flores_devtest,823,uz,en,Sayyohlar o'z mintaqalarida noma'lum bo'lgan hayvon parazitlariga duch kelishlari mumkin.,Travellers may encounter animal pests that they are not familiar with in their home regions.
uz-en-0827,flores_devtest,827,uz,en,"Og'ir soliqlarga ega mamlakatlarga boruvchi sayohatchilar ba'zi hollarda, ayniqsa, spirtli ichimliklar va tamaki mahsulotlari kabilardan anchagina pul tejab qolishlari mumkin.","Travellers bound for countries with heavy taxation can sometimes save a considerable amount of money, especially on products such as alcoholic beverages and tobacco."
uz-en-0831,flores_devtest,831,uz,en,"Qizig'i shuki, bu yerda mobil telefon xizmati, boshqa ko'p yo'nalishlarga qaraganda, masalan, Pensilvaniya Uayldzdan ko'ra ancha kuchliroq.","Curiously, though, mobile phone service is much stronger here than along many other stretches of the route, e.g. the Pennsylvania Wilds."
uz-en-0857,flores_devtest,857,uz,en,"Yevropa nisbatan kichik, biroq ko'plab mustaqil davlatlarga ega bo'lgan qit'adir. Odatiy sharoitlarda bir nechta mamlakatlar bo'ylab sayohat qilish bir necha marta vizaga ariza topshirish va pasport nazoratidan o'tish kerakligini anglatadi.","Europe is a continent that is relatively small but with many independent countries. Under normal circumstances, travelling through multiple countries would mean having to go through visa applications and passport control multiple times."
uz-en-0885,flores_devtest,885,uz,en,Chet el hukumatlarining mazkur hujjatlarni hurmat qilishga tayyorligi xuddi shu darajada o'zgaruvchandir.,Willingness of foreign governments to honour these documents is just as widely variable.
uz-en-0902,flores_devtest,902,uz,en,Sahnalar piramidalar ustida namoyish etildi va turli xil piramidalar yoritildi.,The scenes are displayed on the pyramids and the different pyramids are lit up.
uz-en-0913,flores_devtest,913,uz,en,Akademik ta'tilni rejalashtirayotganlar orasida tobora ommalashib borayotgan tanlov – sayohat hamda o'rganishdir.,An increasingly more popular option for those planning a gap-year is to travel and learn.
uz-en-0950,flores_devtest,950,uz,en,Yana shimolda butun dunyoga mashhur bo'lgan Mariam onamizning ko'rinish joyi bo'lgan Fotima onamiz ibodatxonasiga (Muqaddas jiy) ham tashrif buyuring.,"Also to the north visit the great Sanctuary of Our Lady of Fatima (Shrine), a place of worldwide famous Marian apparitions."
uz-en-0978,flores_devtest,978,uz,en,Fors tili nisbatan oson va aksariyat hollarda o'zgarmas grammatikaga ega.,Persian has a relatively easy and mostly regular grammar.
uz-en-0994,flores_devtest,994,uz,en,Ichki suv yo'llari ta'til uchun yaxshi mavzu bo'lishi mumkin.,Inland waterways can be a good theme to base a holiday around.
uz-ru-0063,flores_devtest,63,uz,ru,"Tarixchilar agentlikning muvaffaqiyat darajasini kuchaytirish uchun osongina hal qilish mumkin bo'lgan, ayniqsa avtomobil o'g'rilanishi bo'yicha ishlarga resurslarning qaratilganligi uchun FQB agentligining o'tmishdagi siyosatlarini tanqid qildilar.","Историки критикуют прошлую политику ФБР за то, что выделяла большую часть ресурсов на дела, которые легко раскрываются, особенно на дела об угоне автомобилей, с целью повышения уровня успешности работы агентства."
uz-ru-0068,flores_devtest,68,uz,ru,"AQSH Prezidenti Jorj V. Bush, Osiyo bo'ylab bir haftalik sayohatini boshlab, 16-noyabr kuni tongda Singapurga yetib keldi.","Президент США Джордж Буш прибыл в Сингапур утром 16 ноября, начав свой недельный тур по Азии."
uz-ru-0083,flores_devtest,83,uz,ru,"Katrina bo'roni vaqtida 20 fut balandlikdagi toshqinga guvoh bo'lgan to'qqizinchi bo'linma, suv yaqindagi to'g'ondan oshib o'tgani sababli, hozirda belgacha keladigan suv ostida qolgan.","Девятый административный район, затопленный на 20 футов во время урагана Катрина, сейчас по пояс залит водой, поскольку дамба, находящаяся неподалеку, оказалась недостаточно высокой, чтобы удержать воду."
uz-ru-0085,flores_devtest,85,uz,ru,Parlamentning quyi palatasi ma'muri Adam Kuerden o'tgan oyda Wikinews bilan suhbatida o'chirishlardan ranjiganini aytdi.,Администратор Commons Адам Керден выразил своё разочарование в связи с удалениями в своем разговоре  в прошлом месяце с Wikinews.
uz-ru-0091,flores_devtest,91,uz,ru,"Olimlar qora materiya boshqa qora materiyaga xuddi odatiy materiya ta'sir qilgani kabi ta'sir ko'rsatadi, degan xulosaga kelishdi.","Ученые смогли сделать вывод, что темная материя воздействует на другую темную материю так же, как и в случае с обычной материей."
uz-ru-0125,flores_devtest,125,uz,ru,"Ko'ngilsiz hodisa yuz bergan joy yaqinidagi garajda ishlayotgan kishi: ""U yerda yo'lni kesib o'tmoqchi bo'layotgan bolalar bor edi va ularning barchasi qichqirib yig'layotgandi"" deb aytdi.","Человек, работающий в гараже недалеко от того места, где произошла авария, сказал: ""Там стояли дети, которые ждали, чтобы перейти дорогу. Все они кричали и плакали."
uz-ru-0165,flores_devtest,165,uz,ru,1988-yildan beri ovoz beruvchilar va kuzatuvchilar boshlanishida konvertlar mavjud emasligi va mos tarzda sanalgan va vakolat berilgan ovoz beruvchilardan tashqari hech qanday konvertlar qo'shilmasligiga guvohlik bera olishlari uchun saylov qutilarining shaffof bo'lishi talab qilinadi.,"Начиная с 1988 года урны для избирательных бюллетеней должны быть прозрачными, чтобы избиратели и наблюдатели могли убедиться в том, что в начале голосования внутри нет конвертов и что к ним не добавлены какие-либо другие конверты, кроме конвертов тех людей, которых допустили к участию в голосовании и голоса которых подсчитали надлежащим образом."
uz-ru-0179,flores_devtest,179,uz,ru,"Bu ikki hafta avval sovrin yutgan ""All Blacks"" jamoasi uchun oxirgi o'yin edi.","Этот матч стал последним для ""Олл Блэкс"", уже завоевавших кубок две недели назад."
uz-ru-0195,flores_devtest,195,uz,ru,Fotosuratchi Ronald Reygan nomidagi UCLA Tibbiyot Markaziga yetkazilgan va keyinchalik u yerda vafot etgan.,"Фотограф был доставлен в медицинский центр имени Рональда Рейгана при  Калифорнийском университете в Лос-Анджелесе, где он впоследствии скончался."
uz-ru-0225,flores_devtest,225,uz,ru,Rok guruhi AQSH va Kanadada 16-sentyabrga qadar gastrol safarida bo'lishi kerak edi.,Рок-группа должна была гастролировать по США и Канаде до 16 сентября.
uz-ru-0277,flores_devtest,277,uz,ru,Madxya-Pradesh politsiyasi o'g'irlangan noutbuk hamda mobil telefonni qaytardi.,Полиция штата Мадхья-Прадеш вернула украденные ноутбук и мобильный телефон.
uz-ru-0356,flores_devtest,356,uz,ru,Sun'iy yo'ldosh yoki teleskopni kosmosga joylashtirish uchun 100 futdan ortiq balandlikdagi ulkan raketa talab qilinadi.,Для запуска в космос спутника или телескопа необходима гигантская ракета высотой более 100 футов.
uz-ru-0364,flores_devtest,364,uz,ru,"Urg'ochilar, odatda, katta oilaning opa-singillari yoki qizi bo'lib, bir-biriga chambarchas bog'liqdir.",Самки обычно находятся друг с другом в родстве и составляют большую семью сестёр и дочерей.
uz-ru-0397,flores_devtest,397,uz,ru,"Kan'on yerlarida keng o'rmonlar yo'q edi, shu sababdan yog'och nihoyatda qimmat edi.","На земле Ханаана не было больших лесов, поэтому древесина была чрезвычайно дорогой."
uz-ru-0418,flores_devtest,418,uz,ru,"Italiya milliy futbol jamoasi Germaniya milliy futbol jamoasi qatori dunyodagi eng muvaffaqiyatli ikkinchi jamoa bo'lib, 2006-yilda FIFA Jahon chempionatida g'olib chiqqan.","Итальянская сборная по футболу, наряду с немецкой, является второй самой успешной командой в мире и в 2006 году выиграла Кубок мира ФИФА."
uz-ru-0423,flores_devtest,423,uz,ru,"Tayvanning boshlanishi 15-asrga borib taqaladi, bunda o'tib ketayotgan yevropalik dengizchilar orol nomini Ilha Formosa yoki go'zal orol deb yozib qoldirishadi.","Тайвань берёт своё начало много лет назад, в XV веке, когда европейские мореплаватели, проплывающие мимо, записали название острова как Ilha Formosa, или ""прекрасный остров""."
uz-ru-0439,flores_devtest,439,uz,ru,"Uning keng qamrovli qudrati shohdan tortib, oddiy insongacha ta'sir qildi.",Её всепроникающая сила коснулась каждого - от короля до простолюдина.
uz-ru-0442,flores_devtest,442,uz,ru,"Harbiy harakatlar xurujidan ko'p o'tmay, Britaniya Germaniyani dengizda blokada qilishni boshladi.",Вскоре после начала военных действий Британия устроила морскую блокаду Германии.
uz-ru-0447,flores_devtest,447,uz,ru,Birinchi jahon urushi vaqtida urush dahshatlari va vahshiyliklarini ko'rgan xalqlar kelajakda shu kabi holatlarning oldini olishni istaganlar.,"Познав ужасы и зверства Первой мировой войны, государства хотели избежать подобной ситуации в будущем."
uz-ru-0449,flores_devtest,449,uz,ru,"U AQSHga o'z nomidagi 4 sent, she'riy kitob va Charlz Batchelordan (oldingi ish joyidagi ish boshqaruvchisi) Tomas Edisonga tavsiyanoma bilan kelgandi.","Он приехал в США с четырьмя центами в кармане, книгой стихов и рекомендательным письмом от Чарльза Бэтчелора, который был его начальником на предыдущей работе, к Томасу Эдисону."
uz-ru-0491,flores_devtest,491,uz,ru,Moda poytaxti unvonining Konstantinopoldan Parijga o'tishi aynan shu vaqtda yuz berdi.,В этот момент и произошел переход титула Столицы Моды от Константинополя к Парижу.
uz-ru-0502,flores_devtest,502,uz,ru,"Submadaniyat a'zolari ko'pincha o'z a'zoliklarini modalar, xulq-atvor va jargonlarni o'z ichiga olgan uslubdan o'ziga xos va ramziy foydalanish orqali namoyon etadilar.","Представители определенной субкультуры зачастую заявляют о своей принадлежности через своеобразное и символичное использование стиля, в том числе через моду, манеры и жаргон."
uz-ru-0512,flores_devtest,512,uz,ru,"Bolalar e'tiborsizlikdan tortib, zo'ravonlik va hatto tovlamachilikka qadar turli sabablarga ko'ra homiylik parvarishiga topshiriladi.",Дети передаются под опеку по множеству разнообразных причин: от беспризорности до жестокого обращения и даже вымогательств.
uz-ru-0540,flores_devtest,540,uz,ru,"Tibet buddizmi Budda ta'limotlariga asoslanadi, lekin muhabbatning mahayana yo'li bilan va hind yogasining ko'plab uslublari bilan kengaytirilgan.","Тибетский буддизм основан на учениях Будды, но был дополнен махаянским путем любви и множеством техник индийской йоги."
uz-ru-0552,flores_devtest,552,uz,ru,"Shu bilan birga Nemis dengiz floti, asosan, dengizosti qayiqlaridan foydalanib, ushbu transport harakatini to'xtatishga urinayotgandi.","В это же время немецкий военно-морской флот, используя в основном свои подводные лодки, пытался остановить это движение."
uz-ru-0631,flores_devtest,631,uz,ru,Vatikan shahri aholisi 800 kishi atrofida. U dunyodagi eng kichik mustaqil davlat va eng kam aholiga ega mamlakatdir.,"Население Ватикана составляет около 800 человек. Это самая маленькая независимая страна в мире, а также страна, имеющая наименьшее население."
uz-ru-0632,flores_devtest,632,uz,ru,Vatikan shahri qonunchilik va rasmiy muloqot uchun italyan tilini qo'llaydi.,В Ватикане используют итальянский язык в законодательстве и официальных сообщениях.
uz-ru-0636,flores_devtest,636,uz,ru,"Faylasuf Aristotel barcha narsa to'rt unsurning bir yoki bir nechtasi aralashmasidan tashkil topgan degan nazariyani ilgari surgan. Ularni tuproq, suv, havo va olov ekanligini aytib o'tgan.","Философ Аристотель считал, что всё состоит из смеси одного или нескольких из четырёх элементов. Это были земля, вода, воздух и огонь."
uz-ru-0676,flores_devtest,676,uz,ru,Yangi texnologiyalarning rivojlanishi bizga oldin hech qachon kuzatilmagan miyaning tuzilishi hamda ishlash jarayonini ko'rish va tadqiq etish imkon yaratdi.,Появление новых технологий позволяет нам увидеть и исследовать невиданные ранее структуры и процессы мозга.
uz-ru-0685,flores_devtest,685,uz,ru,Ekskursiyalarni virtual tarzda bo'lishish sayohat haqida fikr yuritish va kelasi darslar bilan tajriba almashish uchun ajoyib usuldir.,Выкладывание экскурсии в виртуальное пространство для всеобщего обозрения — это также отличный способ освежить в памяти экскурсию и поделиться своим полученными знаниями с будущими классами.
uz-ru-0700,flores_devtest,700,uz,ru,Arablar bu yerlarga islomni ham olib kelishdi va bu Komor orollari hamda Mayottada katta ahamiyat kasb etdi.,"Арабы также принесли в этот регион ислам, особенно он укоренился на Коморах и Майотте."
uz-ru-0704,flores_devtest,704,uz,ru,Uzuk taqish ham foydali (shunchaki nihoyatda qimmat ko'rinmaydiganini.,Также полезно носить кольцо (только не слишком дорогое на вид).
uz-ru-0717,flores_devtest,717,uz,ru,"Yetishish imkoniyati nisbatan kamligi bilan birga, ""Timbuktu"" uzoq, ekzotik o'lkalar uchun metafora sifatida ishlatila boshlandi.","В связи со своей относительной недоступностью, ""Тимбукту"" стал метафорой экзотической дальней земли."
uz-ru-0742,flores_devtest,742,uz,ru,"Ikki minoraning balandligi 83 metrga yetadi, u uzunligi 378 metr hamda kengligi 3,5 m bo'lgan ikkita yo'lakchaga ega.","Эти две башни достигают 83 метра в высоту, а сам мост 378 метров в длину и имеет две полосы движения шириной 3,5 метра."
